"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","load_time","success","jspsych_start_time","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","rastoc-type","stimulus-coordinate","calibration-id","calibration-point-id","inner-width","inner-height","webgazer_data","webgazer_targets","session-id","validation-id","tracked-trial-id","trial-tag","start-x","start-y","events"
"11362","{""name-id"":""prueba"",""webcam-id"":""4"",""computer-id"":""3"",""web-browser"":""Firefox"",""operating-system"":""Ubuntu 20""}","survey-html-form","0","11363","0.0-0.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","webgazer-init-camera","1","31262","0.0-1.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","5033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","2","33167","0.0-2.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","events-tracking-start","3","33168","0.0-3.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","2023-01-26T20:03:34.774Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"48938","","virtual-chinrest","4","82105","0.0-4.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","85.6","53.98","344","4.02","545.22","8.977076067775114","38.31982679024544","50.10461061083784","28.183843468596287","","","","","","","","","","","","","","","","","","","","",""
"2993","0","html-button-response","5","85101","0.0-5.0-0.0-0.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","","","","","","","","","","
        <h3>Calibration Session</h3>

        Sit comfortably, from now on try to keep your head as still as
        possible.
        <br>
        <br>
        
        Next you will see a <b>series of markers</b> in the screen.
        <br>

        As they appear <b>fix your gaze</b> on them.
        <br>

        Once they turn orange, press the <b>space bar</b>.
        <br>
      ","","","","","","","","","","","","","","","","","","","",""
"455"," ","psychophysics","6","86145","0.0-5.0-0.0-1.0-0.0","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","","","","","","","","","","","key"," ","24.611904761904693","960","536","calibration-stimulus","{""x"":-383,""y"":383}","0","0","1920","1080","","","","","","","","",""
"690"," ","psychophysics","7","87387","0.0-5.0-0.0-1.1-0.1","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","","","","","","","","","","","key"," ","25.008333333333514","960","536","calibration-stimulus","{""x"":0,""y"":383}","0","1","1920","1080","","","","","","","","",""
"746"," ","psychophysics","8","88686","0.0-5.0-0.0-1.2-0.2","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","","","","","","","","","","","key"," ","24.844705882352976","960","536","calibration-stimulus","{""x"":-383,""y"":-383}","0","2","1920","1080","","","","","","","","",""
"1976"," ","psychophysics","9","91217","0.0-5.0-0.0-1.3-0.3","55","1","2023-01-26 20:03:33","2e4c0f8947ff55806692c44d97ac5ef9","157.92.27.254","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/109.0","","Firefox","109.0","Ubuntu","","","","","","","","","","","","","","","key"," ","24.760000000000094","960","536","calibration-stimulus","{""x"":383,""y"":0}","0","3","1920","1080","","","","","","","","",""
