"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","load_time","success","jspsych_start_time","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","rastoc-type","stimulus-coordinate","calibration-id","calibration-point-id","inner-width","inner-height","webgazer_data","webgazer_targets","session-id","validation-id","tracked-trial-id","trial-tag","start-x","start-y","events"
"3488","{""name-id"":""1"",""webcam-id"":""1"",""computer-id"":""1"",""web-browser"":""1"",""operating-system"":""1""}","survey-html-form","0","3492","0.0-0.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","webgazer-init-camera","1","8477","0.0-1.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","2782","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","fullscreen","2","10344","0.0-2.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","events-tracking-start","3","10345","0.0-3.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","2023-01-25T22:34:34.552Z","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6489","","virtual-chinrest","4","16836","0.0-4.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","85.6","53.98","304","3.55","199.7","24.19343288595025","12.565393321116517","152.80062875337","85.95035367377064","","","","","","","","","","","","","","","","","","","","",""
"613","0","html-button-response","5","17451","0.0-5.0-0.0-0.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","","","","","","","","","","
        <h3>Calibration Session</h3>

        Sit comfortably, from now on try to keep your head as still as
        possible.
        <br>
        <br>
        
        Next you will see a <b>series of markers</b> in the screen.
        <br>

        As they appear <b>fix your gaze</b> on them.
        <br>

        Once they turn orange, press the <b>space bar</b>.
        <br>
      ","","","","","","","","","","","","","","","","","","","",""
"329"," ","psychophysics","6","18356","0.0-5.0-0.0-1.0-0.0","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","","","","","","","","","","","key"," ","17.325274509803922","960","536","calibration-stimulus","{""x"":0,""y"":-126}","0","0","1920","1080","","","","","","","","",""
"361"," ","psychophysics","7","19272","0.0-5.0-0.0-1.1-0.1","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","","","","","","","","","","","key"," ","17.312923076923024","960","536","calibration-stimulus","{""x"":126,""y"":0}","0","1","1920","1080","","","","","","","","",""
"263"," ","psychophysics","8","20106","0.0-5.0-0.0-1.2-0.2","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","","","","","","","","","","","key"," ","17.758782608695622","960","536","calibration-stimulus","{""x"":0,""y"":0}","0","2","1920","1080","","","","","","","","",""
"202"," ","psychophysics","9","20878","0.0-5.0-0.0-1.3-0.3","41","1","2023-01-25 22:34:33","58bb1243a1661521a61856688407514c","157.92.27.254","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36","WebKit","Chrome","107.0.0.0","Linux","","","","","","","","","","","","","","","key"," ","17.83472093023256","960","536","calibration-stimulus","{""x"":0,""y"":126}","0","3","1920","1080","","","","","","","","",""
